135,135,49
0,9,33,0
0,9,34,0
0,9,35,0
0,9,36,0
0,9,37,0
0,9,38,0
0,9,39,0
0,9,40,0
0,9,41,0
0,9,42,0
0,9,43,0
0,9,44,0
0,9,45,0
0,9,46,0
0,9,47,0
0,9,48,0
0,11,1,1
0,11,0,0
0,11,2,0
0,11,3,0
0,11,4,0
0,11,5,0
0,11,6,0
0,11,7,0
0,11,8,0
0,11,9,0
0,11,10,0
0,11,11,0
0,11,12,0
0,11,13,0
0,11,14,0
0,11,15,0
0,11,16,0
0,11,17,0
0,11,18,0
0,11,19,0
0,11,20,0
0,11,21,0
0,11,22,0
0,11,23,0
0,11,24,0
0,11,25,0
0,11,26,0
0,11,27,0
0,11,28,0
0,11,29,0
0,11,30,0
0,11,31,0
0,11,32,0
0,11,33,0
0,11,34,0
0,11,35,0
0,11,36,0
0,11,37,0
0,11,38,0
0,11,39,0
0,11,40,0
0,11,41,0
0,11,42,0
0,11,43,0
0,11,44,0
0,11,45,0
0,11,46,0
0,11,47,0
0,11,48,0
0,12,1,1
0,12,0,0
0,12,2,0
0,12,3,0
0,12,4,0
0,12,5,0
0,12,6,0
0,12,7,0
0,12,8,0
0,12,9,0
0,12,10,0
0,12,11,0
0,12,12,0
0,12,13,0
0,12,14,0
0,12,15,0
0,12,16,0
0,12,17,0
0,12,18,0
0,12,19,0
0,12,20,0
0,12,21,0
0,12,22,0
0,12,23,0
0,12,24,0
0,12,25,0
0,12,26,0
0,12,27,0
0,12,28,0
0,12,29,0
0,12,30,0
0,12,31,0
0,12,32,0
0,12,33,0
0,12,34,0
0,12,35,0
0,12,36,0
0,12,37,0
0,12,38,0
0,12,39,0
0,12,40,0
0,12,41,0
0,12,42,0
0,12,43,0
0,12,44,0
0,12,45,0
0,12,46,0
0,12,47,0
0,12,48,0
0,18,1,1
0,18,0,0
0,18,2,0
0,18,3,0
0,18,4,0
0,18,5,0
0,18,6,0
0,18,7,0
0,18,8,0
0,18,9,0
0,18,10,0
0,18,11,0
0,18,12,0
0,18,13,0
0,18,14,0
0,18,15,0
0,18,16,0
0,18,17,0
0,18,18,0
0,18,19,0
0,18,20,0
0,18,21,0
0,18,22,0
0,18,23,0
0,18,24,0
0,18,25,0
0,18,26,0
0,18,27,0
0,18,28,0
0,18,29,0
0,18,30,0
0,18,31,0
0,18,32,0
0,18,33,0
0,18,34,0
0,18,35,0
0,18,36,0
0,18,37,0
0,18,38,0
0,18,39,0
0,18,40,0
0,18,41,0
0,18,42,0
0,18,43,0
0,18,44,0
0,18,45,0
0,18,46,0
0,18,47,0
0,18,48,0
0,28,1,1
0,28,0,0
0,28,2,0
0,28,3,0
0,28,4,0
0,28,5,0
0,28,6,0
0,28,7,0
0,28,8,0
0,28,9,0
0,28,10,0
0,28,11,0
0,28,12,0
0,28,13,0
0,28,14,0
0,28,15,0
0,28,16,0
0,28,17,0
0,28,18,0
0,28,19,0
0,28,20,0
0,28,21,0
0,28,22,0
0,28,23,0
0,28,24,0
0,28,25,0
0,28,26,0
0,28,27,0
0,28,28,0
0,28,29,0
0,28,30,0
0,28,31,0
0,28,32,0
0,28,33,0
0,28,34,0
0,28,35,0
0,28,36,0
0,28,37,0
0,28,38,0
0,28,39,0
0,28,40,0
0,28,41,0
0,28,42,0
0,28,43,0
0,28,44,0
0,28,45,0
0,28,46,0
0,28,47,0
0,28,48,0
0,53,1,1
0,53,0,0
0,53,2,0
0,53,3,0
0,53,4,0
0,53,5,0
0,53,6,0
0,53,7,0
0,53,8,0
0,53,9,0
0,53,10,0
0,53,11,0
0,53,12,0
0,53,13,0
0,53,14,0
0,53,15,0
0,53,16,0
0,53,17,0
0,53,18,0
0,53,19,0
0,53,20,0
0,53,21,0
0,53,22,0
0,53,23,0
0,53,24,0
0,53,25,0
0,53,26,0
0,53,27,0
0,53,28,0
0,53,29,0
0,53,30,0
0,53,31,0
0,53,32,0
0,53,33,0
0,53,34,0
0,53,35,0
0,53,36,0
0,53,37,0
0,53,38,0
0,53,39,0
0,53,40,0
0,53,41,0
0,53,42,0
0,53,43,0
0,53,44,0
0,53,45,0
0,53,46,0
0,53,47,0
0,53,48,0
0,57,1,1
0,57,0,0
0,57,2,0
0,57,3,0
0,57,4,0
0,57,5,0
0,57,6,0
0,57,7,0
0,57,8,0
0,57,9,0
0,57,10,0
0,57,11,0
0,57,12,0
0,57,13,0
0,57,14,0
0,57,15,0
0,57,16,0
0,57,17,0
0,57,18,0
0,57,19,0
0,57,20,0
0,57,21,0
0,57,22,0
0,57,23,0
0,57,24,0
0,57,25,0
0,57,26,0
0,57,27,0
0,57,28,0
0,57,29,0
0,57,30,0
0,57,31,0
0,57,32,0
0,57,33,0
0,57,34,0
0,57,35,0
0,57,36,0
0,57,37,0
0,57,38,0
0,57,39,0
0,57,40,0
0,57,41,0
0,57,42,0
0,57,43,0
0,57,44,0
0,57,45,0
0,57,46,0
0,57,47,0
0,57,48,0
0,59,1,1
0,59,0,0
0,59,2,0
0,59,3,0
0,59,4,0
0,59,5,0
0,59,6,0
0,59,7,0
0,59,8,0
0,59,9,0
0,59,10,0
0,59,11,0
0,59,12,0
0,59,13,0
0,59,14,0
0,59,15,0
0,59,16,0
0,59,17,0
0,59,18,0
0,59,19,0
0,59,20,0
0,59,21,0
0,59,22,0
0,59,23,0
0,59,24,0
0,59,25,0
0,59,26,0
0,59,27,0
0,59,28,0
0,59,29,0
0,59,30,0
0,59,31,0
0,59,32,0
0,59,33,0
0,59,34,0
0,59,35,0
0,59,36,0
0,59,37,0
0,59,38,0
0,59,39,0
0,59,40,0
0,59,41,0
0,59,42,0
0,59,43,0
0,59,44,0
0,59,45,0
0,59,46,0
0,59,47,0
0,59,48,0
0,68,1,1
0,68,0,0
0,68,2,0
0,68,3,0
0,68,4,0
0,68,5,0
0,68,6,0
0,68,7,0
0,68,8,0
0,68,9,0
0,68,10,0
0,68,11,0
0,68,12,0
0,68,13,0
0,68,14,0
0,68,15,0
0,68,16,0
0,68,17,0
0,68,18,0
0,68,19,0
0,68,20,0
0,68,21,0
0,68,22,0
0,68,23,0
0,68,24,0
0,68,25,0
0,68,26,0
0,68,27,0
0,68,28,0
0,68,29,0
0,68,30,0
0,68,31,0
0,68,32,0
0,68,33,0
0,68,34,0
0,68,35,0
0,68,36,0
0,68,37,0
0,68,38,0
0,68,39,0
0,68,40,0
0,68,41,0
0,68,42,0
0,68,43,0
0,68,44,0
0,68,45,0
0,68,46,0
0,68,47,0
0,68,48,0
0,77,1,1
0,77,0,0
0,77,2,0
0,77,3,0
0,77,4,0
0,77,5,0
0,77,6,0
0,77,7,0
0,77,8,0
0,77,9,0
0,77,10,0
0,77,11,0
0,77,12,0
0,77,13,0
0,77,14,0
0,77,15,0
0,77,16,0
0,77,17,0
0,77,18,0
0,77,19,0
0,77,20,0
0,77,21,0
0,77,22,0
0,77,23,0
0,77,24,0
0,77,25,0
0,77,26,0
0,77,27,0
0,77,28,0
0,77,29,0
0,77,30,0
0,77,31,0
0,77,32,0
0,77,33,0
0,77,34,0
0,77,35,0
0,77,36,0
0,77,37,0
0,77,38,0
0,77,39,0
0,77,40,0
0,77,41,0
0,77,42,0
0,77,43,0
0,77,44,0
0,77,45,0
0,77,46,0
0,77,47,0
0,77,48,0
0,83,1,1
0,83,0,0
0,83,2,0
0,83,3,0
0,83,4,0
0,83,5,0
0,83,6,0
0,83,7,0
0,83,8,0
0,83,9,0
0,83,10,0
0,83,11,0
0,83,12,0
0,83,13,0
0,83,14,0
0,83,15,0
0,83,16,0
0,83,17,0
0,83,18,0
0,83,19,0
0,83,20,0
0,83,21,0
0,83,22,0
0,83,23,0
0,83,24,0
0,83,25,0
0,83,26,0
0,83,27,0
0,83,28,0
0,83,29,0
0,83,30,0
0,83,31,0
0,83,32,0
0,83,33,0
0,83,34,0
0,83,35,0
0,83,36,0
0,83,37,0
0,83,38,0
0,83,39,0
0,83,40,0
0,83,41,0
0,83,42,0
0,83,43,0
0,83,44,0
0,83,45,0
0,83,46,0
0,83,47,0
0,83,48,0
0,86,1,1
0,86,0,0
0,86,2,0
0,86,3,0
0,86,4,0
0,86,5,0
0,86,6,0
0,86,7,0
0,86,8,0
0,86,9,0
0,86,10,0
0,86,11,0
0,86,12,0
0,86,13,0
0,86,14,0
0,86,15,0
0,86,16,0
0,86,17,0
0,86,18,0
0,86,19,0
0,86,20,0
0,86,21,0
0,86,22,0
0,86,23,0
0,86,24,0
0,86,25,0
0,86,26,0
0,86,27,0
0,86,28,0
0,86,29,0
0,86,30,0
0,86,31,0
0,86,32,0
0,86,33,0
0,86,34,0
0,86,35,0
0,86,36,0
0,86,37,0
0,86,38,0
0,86,39,0
0,86,40,0
0,86,41,0
0,86,42,0
0,86,43,0
0,86,44,0
0,86,45,0
0,86,46,0
0,86,47,0
0,86,48,0
0,89,1,1
0,89,0,0
0,89,2,0
0,89,3,0
0,89,4,0
0,89,5,0
0,89,6,0
0,89,7,0
0,89,8,0
0,89,9,0
0,89,10,0
0,89,11,0
0,89,12,0
0,89,13,0
0,89,14,0
0,89,15,0
0,89,16,0
0,89,17,0
0,89,18,0
0,89,19,0
0,89,20,0
0,89,21,0
0,89,22,0
0,89,23,0
0,89,24,0
0,89,25,0
0,89,26,0
0,89,27,0
0,89,28,0
0,89,29,0
0,89,30,0
0,89,31,0
0,89,32,0
0,89,33,0
0,89,34,0
0,89,35,0
0,89,36,0
0,89,37,0
0,89,38,0
0,89,39,0
0,89,40,0
0,89,41,0
0,89,42,0
0,89,43,0
0,89,44,0
0,89,45,0
0,89,46,0
0,89,47,0
0,89,48,0
0,98,1,1
0,98,0,0
0,98,2,0
0,98,3,0
0,98,4,0
0,98,5,0
0,98,6,0
0,98,7,0
0,98,8,0
0,98,9,0
0,98,10,0
0,98,11,0
0,98,12,0
0,98,13,0
0,98,14,0
0,98,15,0
0,98,16,0
0,98,17,0
0,98,18,0
0,98,19,0
0,98,20,0
0,98,21,0
0,98,22,0
0,98,23,0
0,98,24,0
0,98,25,0
0,98,26,0
0,98,27,0
0,98,28,0
0,98,29,0
0,98,30,0
0,98,31,0
0,98,32,0
0,98,33,0
0,98,34,0
0,98,35,0
0,98,36,0
0,98,37,0
0,98,38,0
0,98,39,0
0,98,40,0
0,98,41,0
0,98,42,0
0,98,43,0
0,98,44,0
0,98,45,0
0,98,46,0
0,98,47,0
0,98,48,0
0,100,1,1
0,100,0,0
0,100,2,0
0,100,3,0
0,100,4,0
0,100,5,0
0,100,6,0
0,100,7,0
0,100,8,0
0,100,9,0
0,100,10,0
0,100,11,0
0,100,12,0
0,100,13,0
0,100,14,0
0,100,15,0
0,100,16,0
0,100,17,0
0,100,18,0
0,100,19,0
0,100,20,0
0,100,21,0
0,100,22,0
0,100,23,0
0,100,24,0
0,100,25,0
0,100,26,0
0,100,27,0
0,100,28,0
0,100,29,0
0,100,30,0
0,100,31,0
0,100,32,0
0,100,33,0
0,100,34,0
0,100,35,0
0,100,36,0
0,100,37,0
0,100,38,0
0,100,39,0
0,100,40,0
0,100,41,0
0,100,42,0
0,100,43,0
0,100,44,0
0,100,45,0
0,100,46,0
0,100,47,0
0,100,48,0
0,102,1,1
0,102,0,0
0,102,2,0
0,102,3,0
0,102,4,0
0,102,5,0
0,102,6,0
0,102,7,0
0,102,8,0
0,102,9,0
0,102,10,0
0,102,11,0
0,102,12,0
0,102,13,0
0,102,14,0
0,102,15,0
0,102,16,0
0,102,17,0
0,102,18,0
0,102,19,0
0,102,20,0
0,102,21,0
0,102,22,0
0,102,23,0
0,102,24,0
0,102,25,0
0,102,26,0
0,102,27,0
0,102,28,0
0,102,29,0
0,102,30,0
0,102,31,0
0,102,32,0
0,102,33,0
0,102,34,0
0,102,35,0
0,102,36,0
0,102,37,0
0,102,38,0
0,102,39,0
0,102,40,0
0,102,41,0
0,102,42,0
0,102,43,0
0,102,44,0
0,102,45,0
0,102,46,0
0,102,47,0
0,102,48,0
0,110,1,1
0,110,0,0
0,110,2,0
0,110,3,0
0,110,4,0
0,110,5,0
0,110,6,0
0,110,7,0
0,110,8,0
0,110,9,0
0,110,10,0
0,110,11,0
0,110,12,0
0,110,13,0
0,110,14,0
0,110,15,0
0,110,16,0
0,110,17,0
0,110,18,0
0,110,19,0
0,110,20,0
0,110,21,0
0,110,22,0
0,110,23,0
0,110,24,0
0,110,25,0
0,110,26,0
0,110,27,0
0,110,28,0
0,110,29,0
0,110,30,0
0,110,31,0
0,110,32,0
0,110,33,0
0,110,34,0
0,110,35,0
0,110,36,0
0,110,37,0
0,110,38,0
0,110,39,0
0,110,40,0
0,110,41,0
0,110,42,0
0,110,43,0
0,110,44,0
0,110,45,0
0,110,46,0
0,110,47,0
0,110,48,0
0,111,1,1
0,111,0,0
0,111,2,0
0,111,3,0
0,111,4,0
0,111,5,0
0,111,6,0
0,111,7,0
0,111,8,0
0,111,9,0
0,111,10,0
0,111,11,0
0,111,12,0
0,111,13,0
0,111,14,0
0,111,15,0
0,111,16,0
0,111,17,0
0,111,18,0
0,111,19,0
0,111,20,0
0,111,21,0
0,111,22,0
0,111,23,0
0,111,24,0
0,111,25,0
0,111,26,0
0,111,27,0
0,111,28,0
0,111,29,0
0,111,30,0
0,111,31,0
0,111,32,0
0,111,33,0
0,111,34,0
0,111,35,0
0,111,36,0
0,111,37,0
0,111,38,0
0,111,39,0
0,111,40,0
0,111,41,0
0,111,42,0
0,111,43,0
0,111,44,0
0,111,45,0
0,111,46,0
0,111,47,0
0,111,48,0
0,119,1,1
0,119,0,0
0,119,2,0
0,119,3,0
0,119,4,0
0,119,5,0
0,119,6,0
0,119,7,0
0,119,8,0
0,119,9,0
0,119,10,0
0,119,11,0
0,119,12,0
0,119,13,0
0,119,14,0
0,119,15,0
0,119,16,0
0,119,17,0
0,119,18,0
0,119,19,0
0,119,20,0
0,119,21,0
0,119,22,0
0,119,23,0
0,119,24,0
0,119,25,0
0,119,26,0
0,119,27,0
0,119,28,0
0,119,29,0
0,119,30,0
0,119,31,0
0,119,32,0
0,119,33,0
0,119,34,0
0,119,35,0
0,119,36,0
0,119,37,0
0,119,38,0
0,119,39,0
0,119,40,0
0,119,41,0
0,119,42,0
0,119,43,0
0,119,44,0
0,119,45,0
0,119,46,0
0,119,47,0
0,119,48,0
0,122,1,1
0,122,0,0
0,122,2,0
0,122,3,0
0,122,4,0
0,122,5,0
0,122,6,0
0,122,7,0
0,122,8,0
0,122,9,0
0,122,10,0
0,122,11,0
0,122,12,0
0,122,13,0
0,122,14,0
0,122,15,0
0,122,16,0
0,122,17,0
0,122,18,0
0,122,19,0
0,122,20,0
0,122,21,0
0,122,22,0
0,122,23,0
0,122,24,0
0,122,25,0
0,122,26,0
0,122,27,0
0,122,28,0
0,122,29,0
0,122,30,0
0,122,31,0
0,122,32,0
0,122,33,0
0,122,34,0
0,122,35,0
0,122,36,0
0,122,37,0
0,122,38,0
0,122,39,0
0,122,40,0
0,122,41,0
0,122,42,0
0,122,43,0
0,122,44,0
0,122,45,0
0,122,46,0
0,122,47,0
0,122,48,0
0,132,1,1
0,132,0,0
0,132,2,0
0,132,3,0
0,132,4,0
0,132,5,0
0,132,6,0
0,132,7,0
0,132,8,0
0,132,9,0
0,132,10,0
0,132,11,0
0,132,12,0
0,132,13,0
0,132,14,0
0,132,15,0
0,132,16,0
0,132,17,0
0,132,18,0
0,132,19,0
0,132,20,0
0,132,21,0
0,132,22,0
0,132,23,0
0,132,24,0
0,132,25,0
0,132,26,0
0,132,27,0
0,132,28,0
0,132,29,0
0,132,30,0
0,132,31,0
0,132,32,0
0,132,33,0
0,132,34,0
0,132,35,0
0,132,36,0
0,132,37,0
0,132,38,0
0,132,39,0
0,132,40,0
0,132,41,0
0,132,42,0
0,132,43,0
0,132,44,0
0,132,45,0
0,132,46,0
0,132,47,0
0,132,48,0
0,133,1,1
0,133,0,0
0,133,2,0
0,133,3,0
0,133,4,0
0,133,5,0
0,133,6,0
0,133,7,0
0,133,8,0
0,133,9,0
0,133,10,0
0,133,11,0
0,133,12,0
0,133,13,0
0,133,14,0
0,133,15,0
0,133,16,0
0,133,17,0
0,133,18,0
0,133,19,0
0,133,20,0
0,133,21,0
0,133,22,0
0,133,23,0
0,133,24,0
0,133,25,0
0,133,26,0
0,133,27,0
0,133,28,0
0,133,29,0
0,133,30,0
0,133,31,0
0,133,32,0
0,133,33,0
0,133,34,0
0,133,35,0
0,133,36,0
0,133,37,0
0,133,38,0
0,133,39,0
0,133,40,0
0,133,41,0
0,133,42,0
0,133,43,0
0,133,44,0
0,133,45,0
0,133,46,0
0,133,47,0
0,133,48,0
0,34,4,1
0,34,0,0
0,34,1,0
0,34,2,0
0,34,3,0
0,34,5,0
0,34,6,0
0,34,7,0
0,34,8,0
0,34,9,0
0,34,10,0
0,34,11,0
0,34,12,0
0,34,13,0
0,34,14,0
0,34,15,0
0,34,16,0
0,34,17,0
0,34,18,0
0,34,19,0
0,34,20,0
0,34,21,0
0,34,22,0
0,34,23,0
0,34,24,0
0,34,25,0
0,34,26,0
0,34,27,0
0,34,28,0
0,34,29,0
0,34,30,0
0,34,31,0
0,34,32,0
0,34,33,0
0,34,34,0
0,34,35,0
0,34,36,0
0,34,37,0
0,34,38,0
0,34,39,0
0,34,40,0
0,34,41,0
0,34,42,0
0,34,43,0
0,34,44,0
0,34,45,0
0,34,46,0
0,34,47,0
0,34,48,0
0,101,4,1
0,101,0,0
0,101,1,0
0,101,2,0
0,101,3,0
0,101,5,0
0,101,6,0
0,101,7,0
0,101,8,0
0,101,9,0
0,101,10,0
0,101,11,0
0,101,12,0
0,101,13,0
0,101,14,0
0,101,15,0
0,101,16,0
0,101,17,0
0,101,18,0
0,101,19,0
0,101,20,0
0,101,21,0
0,101,22,0
0,101,23,0
0,101,24,0
0,101,25,0
0,101,26,0
0,101,27,0
0,101,28,0
0,101,29,0
0,101,30,0
0,101,31,0
0,101,32,0
0,101,33,0
0,101,34,0
0,101,35,0
0,101,36,0
0,101,37,0
0,101,38,0
0,101,39,0
0,101,40,0
0,101,41,0
0,101,42,0
0,101,43,0
0,101,44,0
0,101,45,0
0,101,46,0
0,101,47,0
0,101,48,0
0,0,8,1
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,0,4,0
0,0,5,0
0,0,6,0
0,0,7,0
0,0,9,0
0,0,10,0
0,0,11,0
0,0,12,0
0,0,13,0
0,0,14,0
0,0,15,0
0,0,16,0
0,0,17,0
0,0,18,0
0,0,19,0
0,0,20,0
0,0,21,0
0,0,22,0
0,0,23,0
0,0,24,0
0,0,25,0
0,0,26,0
0,0,27,0
0,0,28,0
0,0,29,0
0,0,30,0
0,0,31,0
0,0,32,0
0,0,33,0
0,0,34,0
0,0,35,0
0,0,36,0
0,0,37,0
0,0,38,0
0,0,39,0
0,0,40,0
0,0,41,0
0,0,42,0
0,0,43,0
0,0,44,0
0,0,45,0
0,0,46,0
0,0,47,0
0,0,48,0
0,7,8,1
0,7,0,0
0,7,1,0
0,7,2,0
0,7,3,0
0,7,4,0
0,7,5,0
0,7,6,0
0,7,7,0
0,7,9,0
0,7,10,0
0,7,11,0
0,7,12,0
0,7,13,0
0,7,14,0
0,7,15,0
0,7,16,0
0,7,17,0
0,7,18,0
0,7,19,0
0,7,20,0
0,7,21,0
0,7,22,0
0,7,23,0
0,7,24,0
0,7,25,0
0,7,26,0
0,7,27,0
0,7,28,0
0,7,29,0
0,7,30,0
0,7,31,0
0,7,32,0
0,7,33,0
0,7,34,0
0,7,35,0
0,7,36,0
0,7,37,0
0,7,38,0
0,7,39,0
0,7,40,0
0,7,41,0
0,7,42,0
0,7,43,0
0,7,44,0
0,7,45,0
0,7,46,0
0,7,47,0
0,7,48,0
0,74,8,1
0,74,0,0
0,74,1,0
0,74,2,0
0,74,3,0
0,74,4,0
0,74,5,0
0,74,6,0
0,74,7,0
0,74,9,0
0,74,10,0
0,74,11,0
0,74,12,0
0,74,13,0
0,74,14,0
0,74,15,0
0,74,16,0
0,74,17,0
0,74,18,0
0,74,19,0
0,74,20,0
0,74,21,0
0,74,22,0
0,74,23,0
0,74,24,0
0,74,25,0
0,74,26,0
0,74,27,0
0,74,28,0
0,74,29,0
0,74,30,0
0,74,31,0
0,74,32,0
0,74,33,0
0,74,34,0
0,74,35,0
0,74,36,0
0,74,37,0
0,74,38,0
0,74,39,0
0,74,40,0
0,74,41,0
0,74,42,0
0,74,43,0
0,74,44,0
0,74,45,0
0,74,46,0
0,74,47,0
0,74,48,0
0,0,9,1
0,0,0,0
0,0,1,0
0,0,2,0
0,0,3,0
0,0,4,0
0,0,5,0
0,0,6,0
0,0,7,0
0,0,8,0
0,0,10,0
0,0,11,0
0,0,12,0
0,0,13,0
0,0,14,0
0,0,15,0
0,0,16,0
0,0,17,0
0,0,18,0
0,0,19,0
0,0,20,0
0,0,21,0
0,0,22,0
0,0,23,0
0,0,24,0
0,0,25,0
0,0,26,0
0,0,27,0
0,0,28,0
0,0,29,0
0,0,30,0
0,0,31,0
0,0,32,0
0,0,33,0
0,0,34,0
0,0,35,0
0,0,36,0
0,0,37,0
0,0,38,0
0,0,39,0
0,0,40,0
0,0,41,0
0,0,42,0
0,0,43,0
0,0,44,0
0,0,45,0
0,0,46,0
0,0,47,0
0,0,48,0
0,7,9,1
0,7,0,0
0,7,1,0
0,7,2,0
0,7,3,0
0,7,4,0
0,7,5,0
0,7,6,0
0,7,7,0
0,7,8,0
0,7,10,0
0,7,11,0
0,7,12,0
0,7,13,0
0,7,14,0
0,7,15,0
0,7,16,0
0,7,17,0
0,7,18,0
0,7,19,0
0,7,20,0
0,7,21,0
0,7,22,0
0,7,23,0
0,7,24,0
0,7,25,0
0,7,26,0
0,7,27,0
0,7,28,0
0,7,29,0
0,7,30,0
0,7,31,0
0,7,32,0
0,7,33,0
0,7,34,0
0,7,35,0
0,7,36,0
0,7,37,0
0,7,38,0
0,7,39,0
0,7,40,0
0,7,41,0
0,7,42,0
0,7,43,0
0,7,44,0
0,7,45,0
0,7,46,0
0,7,47,0
0,7,48,0
0,37,9,1
0,37,0,0
0,37,1,0
0,37,2,0
0,37,3,0
0,37,4,0
0,37,5,0
0,37,6,0
0,37,7,0
0,37,8,0
0,37,10,0
0,37,11,0
0,37,12,0
0,37,13,0
0,37,14,0
0,37,15,0
0,37,16,0
0,37,17,0
0,37,18,0
0,37,19,0
0,37,20,0
0,37,21,0
0,37,22,0
0,37,23,0
0,37,24,0
0,37,25,0
0,37,26,0
0,37,27,0
0,37,28,0
0,37,29,0
0,37,30,0
0,37,31,0
0,37,32,0
0,37,33,0
0,37,34,0
0,37,35,0
0,37,36,0
0,37,37,0
0,37,38,0
0,37,39,0
0,37,40,0
0,37,41,0
0,37,42,0
0,37,43,0
0,37,44,0
0,37,45,0
0,37,46,0
0,37,47,0
0,37,48,0
0,7,26,1
0,7,0,0
0,7,1,0
0,7,2,0
0,7,3,0
0,7,4,0
0,7,5,0
0,7,6,0
0,7,7,0
0,7,8,0
0,7,9,0
0,7,10,0
0,7,11,0
0,7,12,0
0,7,13,0
0,7,14,0
0,7,15,0
0,7,16,0
0,7,17,0
0,7,18,0
0,7,19,0
0,7,20,0
0,7,21,0
0,7,22,0
0,7,23,0
0,7,24,0
0,7,25,0
0,7,27,0
0,7,28,0
0,7,29,0
0,7,30,0
0,7,31,0
0,7,32,0
0,7,33,0
0,7,34,0
0,7,35,0
0,7,36,0
0,7,37,0
0,7,38,0
0,7,39,0
0,7,40,0
0,7,41,0
0,7,42,0
0,7,43,0
0,7,44,0
0,7,45,0
0,7,46,0
0,7,47,0
0,7,48,0
0,8,26,1
0,8,0,0
0,8,1,0
0,8,2,0
0,8,3,0
0,8,4,0
0,8,5,0
0,8,6,0
0,8,7,0
0,8,8,0
0,8,9,0
0,8,10,0
0,8,11,0
0,8,12,0
0,8,13,0
0,8,14,0
0,8,15,0
0,8,16,0
0,8,17,0
0,8,18,0
0,8,19,0
0,8,20,0
0,8,21,0
0,8,22,0
0,8,23,0
0,8,24,0
0,8,25,0
0,8,27,0
0,8,28,0
0,8,29,0
0,8,30,0
0,8,31,0
0,8,32,0
0,8,33,0
0,8,34,0
0,8,35,0
0,8,36,0
0,8,37,0
0,8,38,0
0,8,39,0
0,8,40,0
0,8,41,0
0,8,42,0
0,8,43,0
0,8,44,0
0,8,45,0
0,8,46,0
0,8,47,0
0,8,48,0
0,46,26,1
0,46,0,0
0,46,1,0
0,46,2,0
0,46,3,0
0,46,4,0
0,46,5,0
0,46,6,0
0,46,7,0
0,46,8,0
0,46,9,0
0,46,10,0
0,46,11,0
0,46,12,0
0,46,13,0
0,46,14,0
0,46,15,0
0,46,16,0
0,46,17,0
0,46,18,0
0,46,19,0
0,46,20,0
0,46,21,0
0,46,22,0
0,46,23,0
0,46,24,0
0,46,25,0
0,46,27,0
0,46,28,0
0,46,29,0
0,46,30,0
0,46,31,0
0,46,32,0
0,46,33,0
0,46,34,0
0,46,35,0
0,46,36,0
0,46,37,0
0,46,38,0
0,46,39,0
0,46,40,0
0,46,41,0
0,46,42,0
0,46,43,0
0,46,44,0
0,46,45,0
0,46,46,0
0,46,47,0
0,46,48,0
0,109,26,1
0,109,0,0
0,109,1,0
0,109,2,0
0,109,3,0
0,109,4,0
0,109,5,0
0,109,6,0
0,109,7,0
0,109,8,0
0,109,9,0
0,109,10,0
0,109,11,0
0,109,12,0
0,109,13,0
0,109,14,0
0,109,15,0
0,109,16,0
0,109,17,0
0,109,18,0
0,109,19,0
0,109,20,0
0,109,21,0
0,109,22,0
0,109,23,0
0,109,24,0
0,109,25,0
0,109,27,0
0,109,28,0
0,109,29,0
0,109,30,0
0,109,31,0
0,109,32,0
