14,14,56
4,14,44,1
4,3,45,1
4,5,45,1
4,6,45,1
4,7,45,1
4,8,45,1
4,10,45,1
4,11,45,1
4,12,45,1
4,13,45,1
4,3,46,1
4,5,46,1
4,6,46,1
4,7,46,1
4,8,46,1
4,10,46,1
4,11,46,1
4,12,46,1
4,13,46,1
4,14,47,1
4,1,48,1
4,3,48,1
4,5,48,1
4,6,48,1
4,10,48,1
4,11,48,1
4,12,48,1
4,13,48,1
4,14,48,1
4,14,50,1
4,1,51,1
4,3,51,1
4,5,51,1
4,10,51,1
4,11,51,1
4,12,51,1
4,13,51,1
4,14,51,1
4,10,52,1
4,13,52,1
4,14,52,1
4,1,53,1
4,10,53,1
4,13,53,1
4,14,53,1
4,12,54,1
4,1,55,1
4,2,55,1
4,5,55,1
4,6,55,1
4,7,55,1
4,8,55,1
4,9,55,1
4,3,56,1
4,11,56,1
4,12,56,1
5,3,3,1
5,7,3,1
5,13,3,1
5,14,3,1
5,1,4,1
5,3,4,1
5,4,4,1
5,6,4,1
5,7,4,1
5,8,4,1
5,9,4,1
5,10,4,1
5,11,4,1
5,12,4,1
5,13,4,1
5,14,4,1
5,12,5,1
5,9,6,1
5,13,9,1
5,14,9,1
5,13,10,1
5,14,10,1
5,8,15,1
5,13,15,1
5,14,15,1
5,13,16,1
5,13,17,1
5,8,20,1
5,14,20,1
5,14,21,1
5,8,26,1
5,10,26,1
5,13,26,1
5,14,26,1
5,8,27,1
5,13,27,1
5,13,34,1
5,14,34,1
5,13,35,1
5,14,35,1
5,12,36,1
5,3,37,1
5,6,37,1
5,12,37,1
5,14,37,1
5,3,38,1
5,6,38,1
5,11,38,1
5,12,38,1
5,13,38,1
5,14,38,1
5,1,39,1
5,6,39,1
5,7,39,1
5,8,39,1
5,10,39,1
5,13,39,1
5,14,39,1
5,1,40,1
5,6,40,1
5,7,40,1
5,8,40,1
5,10,40,1
5,13,40,1
5,14,40,1
5,1,41,1
5,6,41,1
5,8,41,1
5,10,41,1
5,13,41,1
5,14,41,1
5,1,42,1
5,6,42,1
5,8,42,1
5,10,42,1
5,11,42,1
5,13,42,1
5,14,42,1
5,1,43,1
5,6,43,1
5,8,43,1
5,10,43,1
5,13,43,1
5,14,43,1
5,1,44,1
5,6,44,1
5,8,44,1
5,10,44,1
5,11,44,1
5,13,44,1
5,14,44,1
5,1,45,1
5,2,45,1
5,3,45,1
5,4,45,1
5,6,45,1
5,7,45,1
5,10,45,1
5,11,45,1
5,12,45,1
5,13,45,1
5,14,45,1
5,1,46,1
5,2,46,1
5,3,46,1
5,4,46,1
5,6,46,1
5,7,46,1
5,10,46,1
5,11,46,1
5,12,46,1
5,13,46,1
5,14,46,1
5,8,47,1
5,13,47,1
5,1,48,1
5,3,48,1
5,4,48,1
5,6,48,1
5,9,48,1
5,10,48,1
5,11,48,1
5,12,48,1
5,13,48,1
5,14,48,1
5,13,50,1
5,1,51,1
5,3,51,1
5,4,51,1
5,9,51,1
5,10,51,1
5,11,51,1
5,12,51,1
5,13,51,1
5,14,51,1
5,12,53,1
5,14,53,1
5,9,54,1
5,1,55,1
5,3,55,1
5,4,55,1
5,10,55,1
5,11,55,1
5,12,55,1
5,13,55,1
5,14,55,1
5,2,56,1
5,6,56,1
5,7,56,1
5,8,56,1
5,9,56,1
6,10,3,1
6,13,3,1
6,14,3,1
6,10,4,1
6,13,4,1
6,14,4,1
6,2,5,1
6,12,5,1
6,1,6,1
6,2,6,1
6,4,6,1
6,7,6,1
6,11,6,1
6,12,6,1
6,13,6,1
6,14,6,1
6,13,9,1
6,14,9,1
6,13,10,1
6,14,10,1
6,3,12,1
6,3,13,1
6,3,14,1
6,3,15,1
6,14,15,1
6,3,20,1
6,14,20,1
6,3,21,1
6,13,21,1
6,3,22,1
6,8,22,1
6,14,22,1
6,7,23,1
6,7,24,1
6,3,25,1
6,7,25,1
6,14,25,1
6,10,26,1
6,13,26,1
6,14,26,1
6,8,27,1
6,11,27,1
6,12,27,1
6,13,27,1
6,14,31,1
6,13,34,1
6,14,34,1
6,13,35,1
6,14,35,1
6,12,36,1
6,13,36,1
6,14,36,1
6,5,37,1
6,12,37,1
6,13,37,1
6,14,37,1
6,12,38,1
6,13,38,1
6,14,38,1
6,1,39,1
6,2,39,1
6,5,39,1
6,7,39,1
6,8,39,1
6,10,39,1
6,11,39,1
6,13,39,1
6,14,39,1
6,1,40,1
6,5,40,1
6,7,40,1
6,8,40,1
6,10,40,1
6,13,40,1
6,14,40,1
6,1,41,1
6,5,41,1
6,8,41,1
6,10,41,1
6,11,41,1
6,13,41,1
6,14,41,1
6,1,42,1
6,8,42,1
6,10,42,1
6,13,42,1
6,14,42,1
6,1,43,1
6,5,43,1
6,7,43,1
6,8,43,1
6,10,43,1
6,13,43,1
6,14,43,1
6,1,44,1
6,8,44,1
6,10,44,1
6,11,44,1
6,13,44,1
6,14,44,1
6,1,45,1
6,3,45,1
6,4,45,1
6,5,45,1
6,9,45,1
6,10,45,1
6,12,45,1
6,13,45,1
6,14,45,1
6,3,47,1
6,1,48,1
6,3,48,1
6,4,48,1
6,5,48,1
6,10,48,1
6,11,48,1
6,12,48,1
6,13,48,1
6,14,48,1
6,13,50,1
6,12,53,1
6,14,53,1
6,14,54,1
6,1,55,1
6,3,55,1
6,4,55,1
6,10,55,1
6,11,55,1
6,12,55,1
6,13,55,1
6,14,55,1
6,2,56,1
6,5,56,1
6,7,56,1
6,8,56,1
6,9,56,1
7,3,3,1
7,3,4,1
7,3,5,1
7,11,5,1
7,12,5,1
7,2,6,1
7,6,6,1
7,12,6,1
7,13,6,1
7,14,6,1
7,13,9,1
7,14,9,1
7,10,10,1
7,13,10,1
7,14,10,1
7,3,12,1
7,13,12,1
7,3,13,1
7,13,13,1
7,3,14,1
7,13,14,1
7,3,15,1
7,4,15,1
7,10,15,1
7,12,15,1
7,14,15,1
7,4,16,1
7,4,17,1
7,14,18,1
7,3,20,1
7,13,20,1
7,14,20,1
7,3,21,1
7,13,21,1
7,14,21,1
7,3,23,1
7,6,23,1
7,14,23,1
7,3,25,1
7,4,25,1
7,6,25,1
7,14,25,1
7,3,34,1
7,14,34,1
7,5,35,1
7,10,36,1
7,14,36,1
7,3,37,1
7,10,37,1
7,12,37,1
7,14,37,1
7,3,38,1
7,10,38,1
7,14,38,1
7,1,39,1
7,5,39,1
7,6,39,1
7,10,39,1
7,13,39,1
7,14,39,1
7,1,40,1
7,2,40,1
7,4,40,1
7,5,40,1
7,6,40,1
7,8,40,1
7,10,40,1
7,11,40,1
7,13,40,1
7,14,40,1
7,1,42,1
7,4,42,1
7,5,42,1
7,6,42,1
7,8,42,1
7,10,42,1
7,11,42,1
7,13,42,1
7,14,42,1
7,1,43,1
7,5,43,1
7,6,43,1
7,10,43,1
7,13,43,1
7,14,43,1
7,1,44,1
7,5,44,1
7,6,44,1
7,8,44,1
7,10,44,1
7,13,44,1
7,14,44,1
7,1,45,1
7,2,45,1
7,3,45,1
7,4,45,1
7,5,45,1
7,6,45,1
7,9,45,1
7,10,45,1
7,11,45,1
7,12,45,1
7,13,45,1
7,14,45,1
7,1,46,1
7,2,46,1
7,3,46,1
7,4,46,1
7,5,46,1
7,6,46,1
7,9,46,1
7,10,46,1
7,11,46,1
7,12,46,1
7,13,46,1
7,14,46,1
7,10,47,1
7,10,50,1
7,12,53,1
7,14,53,1
7,14,54,1
7,1,55,1
7,3,55,1
7,4,55,1
7,10,55,1
7,11,55,1
7,12,55,1
7,13,55,1
7,14,55,1
7,2,56,1
7,5,56,1
7,6,56,1
7,8,56,1
7,9,56,1
8,13,3,1
8,14,3,1
8,13,4,1
8,14,4,1
8,13,5,1
8,12,9,1
8,13,9,1
8,14,9,1
8,12,10,1
8,13,10,1
8,14,10,1
8,9,12,1
8,9,13,1
8,9,14,1
8,9,20,1
8,9,21,1
8,9,22,1
8,4,26,1
8,5,26,1
8,10,26,1
8,11,26,1
8,12,26,1
8,13,26,1
8,14,26,1
8,1,27,1
8,4,27,1
8,5,27,1
8,6,27,1
8,10,27,1
8,11,27,1
8,12,27,1
8,13,27,1
8,14,27,1
8,13,28,1
8,13,30,1
8,14,30,1
8,14,31,1
8,14,32,1
8,14,33,1
8,14,34,1
8,14,35,1
8,10,37,1
8,13,37,1
8,14,37,1
8,10,38,1
8,13,38,1
8,14,38,1
8,1,39,1
8,5,39,1
8,6,39,1
8,10,39,1
8,11,39,1
8,13,39,1
8,14,39,1
8,1,40,1
8,5,40,1
8,6,40,1
8,10,40,1
8,11,40,1
8,13,40,1
8,14,40,1
8,1,41,1
8,5,41,1
8,6,41,1
8,10,41,1
8,11,41,1
8,13,41,1
8,14,41,1
8,1,42,1
8,6,42,1
8,10,42,1
8,11,42,1
8,13,42,1
8,14,42,1
8,1,43,1
8,5,43,1
8,6,43,1
8,10,43,1
8,13,43,1
8,14,43,1
8,1,44,1
8,6,44,1
8,10,44,1
8,11,44,1
8,13,44,1
8,14,44,1
8,1,45,1
8,2,45,1
8,4,45,1
8,10,45,1
8,11,45,1
8,12,45,1
8,13,45,1
8,14,45,1
8,5,47,1
8,9,47,1
8,13,48,1
8,14,48,1
8,9,49,1
8,12,53,1
8,14,53,1
8,14,54,1
8,1,55,1
8,3,55,1
8,4,55,1
8,10,55,1
8,11,55,1
8,12,55,1
8,13,55,1
8,14,55,1
8,2,56,1
8,5,56,1
8,6,56,1
8,7,56,1
8,9,56,1
9,13,3,1
9,5,4,1
9,7,4,1
9,13,4,1
9,5,5,1
9,5,6,1
9,13,10,1
9,14,10,1
9,8,11,1
9,8,12,1
9,8,13,1
9,8,14,1
9,8,15,1
9,8,20,1
9,8,21,1
9,8,22,1
9,10,26,1
9,13,26,1
9,14,26,1
9,13,27,1
9,5,28,1
9,5,29,1
9,5,30,1
9,14,31,1
9,14,33,1
9,5,34,1
9,14,34,1
9,5,35,1
9,14,35,1
9,6,37,1
9,6,38,1
9,1,40,1
9,2,40,1
9,4,40,1
9,5,40,1
9,6,40,1
9,7,40,1
9,8,40,1
9,10,40,1
9,11,40,1
9,12,40,1
9,13,40,1
9,14,40,1
9,1,42,1
9,2,42,1
9,4,42,1
9,5,42,1
9,6,42,1
9,8,42,1
9,10,42,1
9,11,42,1
9,13,42,1
9,14,42,1
9,5,43,1
9,8,43,1
9,1,44,1
9,5,44,1
9,6,44,1
9,8,44,1
9,10,44,1
9,13,44,1
9,14,44,1
9,5,45,1
9,6,45,1
9,12,45,1
9,13,45,1
9,14,45,1
9,5,46,1
9,6,46,1
9,12,46,1
9,13,46,1
9,14,46,1
9,8,47,1
9,5,48,1
9,13,50,1
9,12,53,1
9,14,53,1
9,5,54,1
9,1,55,1
9,3,55,1
9,4,55,1
9,10,55,1
9,11,55,1
9,12,55,1
9,13,55,1
9,14,55,1
9,2,56,1
9,5,56,1
9,6,56,1
9,7,56,1
9,8,56,1
10,6,3,1
10,11,3,1
10,12,3,1
10,13,3,1
10,14,3,1
10,13,4,1
10,14,4,1
10,14,5,1
10,13,6,1
10,14,6,1
10,13,7,1
10,14,7,1
10,13,8,1
10,14,8,1
10,12,9,1
10,13,9,1
10,14,9,1
10,13,10,1
10,14,10,1
10,1,26,1
10,2,26,1
10,4,26,1
10,5,26,1
10,6,26,1
10,8,26,1
10,9,26,1
10,11,26,1
10,12,26,1
10,13,26,1
10,8,27,1
10,11,27,1
10,12,27,1
10,13,27,1
10,13,28,1
10,14,28,1
10,8,29,1
10,13,29,1
10,5,30,1
10,8,30,1
10,12,30,1
10,13,30,1
10,14,30,1
10,14,31,1
10,14,32,1
10,14,33,1
10,14,34,1
10,14,35,1
10,13,36,1
10,14,36,1
10,13,37,1
10,14,37,1
10,13,38,1
10,14,38,1
10,1,39,1
10,4,39,1
10,5,39,1
10,6,39,1
10,7,39,1
10,8,39,1
10,11,39,1
10,12,39,1
10,13,39,1
10,14,39,1
10,13,40,1
10,1,41,1
10,4,41,1
10,5,41,1
10,6,41,1
10,8,41,1
10,11,41,1
10,12,41,1
10,13,41,1
10,14,41,1
10,13,42,1
10,14,42,1
10,1,43,1
10,5,43,1
10,6,43,1
10,8,43,1
10,11,43,1
10,13,43,1
10,14,43,1
10,1,44,1
10,6,44,1
10,8,44,1
10,11,44,1
10,13,44,1
10,14,44,1
10,1,45,1
10,2,45,1
10,3,45,1
10,4,45,1
10,5,45,1
10,6,45,1
10,7,45,1
10,8,45,1
10,9,45,1
10,11,45,1
10,12,45,1
10,13,45,1
10,14,45,1
10,7,47,1
10,1,48,1
10,3,48,1
10,4,48,1
10,5,48,1
10,6,48,1
10,11,48,1
10,12,48,1
10,13,48,1
10,14,48,1
10,7,49,1
10,1,51,1
10,3,51,1
10,4,51,1
10,5,51,1
10,9,51,1
10,11,51,1
10,12,51,1
10,13,51,1
10,14,51,1
10,3,52,1
10,4,52,1
10,11,52,1
10,12,52,1
10,3,53,1
10,4,53,1
10,11,53,1
10,12,53,1
10,13,54,1
10,14,54,1
10,2,55,1
10,5,55,1
10,6,55,1
10,7,55,1
10,8,55,1
10,9,55,1
10,1,56,1
10,13,56,1
10,14,56,1
11,3,3,1
11,10,3,1
11,12,3,1
11,13,3,1
11,14,3,1
11,3,4,1
11,10,4,1
11,12,4,1
11,13,4,1
11,14,4,1
11,1,6,1
11,4,6,1
11,6,6,1
11,12,6,1
11,13,6,1
11,14,6,1
11,12,9,1
11,13,9,1
11,14,9,1
11,12,10,1
11,13,10,1
11,14,10,1
11,14,15,1
11,14,17,1
11,14,20,1
11,3,21,1
11,14,21,1
11,14,22,1
11,8,26,1
11,10,26,1
11,13,26,1
11,14,26,1
11,6,27,1
11,8,27,1
11,10,27,1
11,13,27,1
11,12,28,1
11,12,29,1
11,12,30,1
11,14,31,1
11,14,32,1
11,14,33,1
11,14,34,1
11,12,36,1
11,13,36,1
11,12,37,1
11,13,37,1
11,14,37,1
11,12,38,1
11,13,38,1
11,1,39,1
11,6,39,1
11,8,39,1
11,10,39,1
11,12,39,1
11,13,39,1
11,14,39,1
11,1,40,1
11,6,40,1
11,8,40,1
11,10,40,1
11,12,40,1
11,13,40,1
11,14,40,1
11,1,41,1
11,6,41,1
11,8,41,1
11,10,41,1
11,12,41,1
11,13,41,1
11,14,41,1
11,1,42,1
11,6,42,1
11,8,42,1
11,10,42,1
11,12,42,1
11,13,42,1
11,14,42,1
11,1,43,1
11,5,43,1
11,6,43,1
11,8,43,1
11,10,43,1
11,12,43,1
11,13,43,1
11,14,43,1
11,1,44,1
11,6,44,1
11,8,44,1
11,10,44,1
11,12,44,1
11,13,44,1
11,14,44,1
11,1,45,1
11,2,45,1
11,3,45,1
11,4,45,1
11,5,45,1
11,6,45,1
11,7,45,1
11,8,45,1
11,9,45,1
11,10,45,1
11,12,45,1
11,13,45,1
11,14,45,1
11,1,46,1
11,2,46,1
11,3,46,1
11,4,46,1
11,5,46,1
11,6,46,1
11,7,46,1
11,8,46,1
11,9,46,1
11,10,46,1
11,12,46,1
11,13,46,1
11,14,46,1
11,12,47,1
11,1,48,1
11,3,48,1
11,4,48,1
11,5,48,1
11,6,48,1
11,10,48,1
11,12,48,1
11,13,48,1
11,14,48,1
11,12,49,1
11,12,50,1
11,1,51,1
11,3,51,1
11,4,51,1
11,5,51,1
11,10,51,1
11,12,51,1
11,13,51,1
11,14,51,1
11,1,52,1
11,10,52,1
11,13,52,1
11,14,52,1
11,1,53,1
11,10,53,1
11,13,53,1
11,14,53,1
11,12,54,1
11,2,55,1
11,5,55,1
11,6,55,1
11,7,55,1
11,8,55,1
11,9,55,1
11,3,56,1
11,4,56,1
11,12,56,1
12,4,1,1
12,6,1,1
12,11,1,1
12,4,2,1
12,6,2,1
12,11,2,1
12,3,3,1
12,10,3,1
12,11,3,1
12,13,3,1
12,14,3,1
12,3,4,1
12,10,4,1
12,11,4,1
12,13,4,1
12,14,4,1
12,3,5,1
12,6,5,1
12,11,5,1
12,13,5,1
12,1,6,1
12,2,6,1
12,4,6,1
12,6,6,1
12,7,6,1
12,11,6,1
12,13,6,1
12,14,6,1
12,11,9,1
12,13,9,1
12,14,9,1
12,13,10,1
12,14,10,1
12,3,15,1
12,13,15,1
12,14,15,1
12,14,17,1
12,13,18,1
12,14,18,1
12,14,19,1
12,3,20,1
12,14,20,1
12,3,21,1
12,8,21,1
12,14,21,1
12,14,22,1
12,14,23,1
12,13,25,1
12,14,25,1
12,8,26,1
12,10,26,1
12,13,26,1
12,14,26,1
12,6,27,1
12,8,27,1
12,10,27,1
12,13,27,1
12,11,28,1
12,6,29,1
12,11,29,1
12,11,30,1
12,3,36,1
12,4,36,1
12,5,36,1
12,6,36,1
12,11,36,1
12,13,36,1
12,4,37,1
12,11,37,1
12,13,37,1
12,10,39,1
12,11,39,1
12,13,39,1
12,14,39,1
12,1,40,1
12,6,40,1
12,8,40,1
12,10,40,1
12,11,40,1
12,13,40,1
12,14,40,1
12,10,41,1
12,11,41,1
12,13,41,1
12,14,41,1
12,1,42,1
12,6,42,1
12,8,42,1
12,10,42,1
12,11,42,1
12,13,42,1
12,14,42,1
12,1,43,1
12,5,43,1
12,6,43,1
12,8,43,1
12,10,43,1
12,11,43,1
12,13,43,1
12,14,43,1
12,1,44,1
12,5,44,1
12,6,44,1
12,8,44,1
12,10,44,1
12,11,44,1
12,13,44,1
12,14,44,1
12,2,45,1
12,3,45,1
12,4,45,1
12,5,45,1
12,6,45,1
12,7,45,1
12,8,45,1
12,10,45,1
12,11,45,1
12,13,45,1
12,14,45,1
12,2,46,1
12,3,46,1
12,4,46,1
12,5,46,1
12,6,46,1
12,7,46,1
12,8,46,1
12,10,46,1
12,11,46,1
12,13,46,1
12,14,46,1
12,11,47,1
12,1,48,1
12,3,48,1
12,4,48,1
12,5,48,1
12,6,48,1
12,10,48,1
12,11,48,1
12,13,48,1
12,14,48,1
12,1,51,1
12,3,51,1
12,4,51,1
12,5,51,1
12,9,51,1
12,10,51,1
12,11,51,1
12,13,51,1
12,14,51,1
12,1,52,1
12,10,52,1
12,13,52,1
12,14,52,1
12,1,53,1
12,2,53,1
12,5,53,1
12,6,53,1
12,7,53,1
12,8,53,1
12,9,53,1
12,10,53,1
12,13,53,1
12,14,53,1
12,4,54,1
12,11,54,1
12,2,55,1
12,5,55,1
12,6,55,1
12,7,55,1
12,8,55,1
12,9,55,1
12,3,56,1
12,4,56,1
12,11,56,1
13,6,1,1
13,9,1,1
13,6,2,1
13,9,2,1
13,4,3,1
13,5,3,1
13,6,3,1
13,8,3,1
13,9,3,1
13,10,3,1
13,11,3,1
13,12,3,1
13,14,3,1
13,10,4,1
13,12,4,1
13,14,4,1
13,11,5,1
13,12,5,1
13,14,5,1
13,1,6,1
13,2,6,1
13,4,6,1
13,6,6,1
13,7,6,1
13,10,6,1
13,11,6,1
13,12,6,1
13,14,6,1
13,1,7,1
13,2,7,1
13,3,7,1
13,5,7,1
13,6,7,1
13,10,7,1
13,14,7,1
13,1,8,1
13,2,8,1
13,3,8,1
13,5,8,1
13,6,8,1
13,10,8,1
13,14,8,1
13,12,9,1
13,12,10,1
13,7,11,1
13,7,12,1
13,7,13,1
13,7,14,1
13,6,15,1
13,7,15,1
13,12,15,1
13,12,17,1
13,12,20,1
13,12,21,1
13,4,22,1
13,5,22,1
13,11,22,1
13,12,22,1
13,14,22,1
13,14,25,1
13,1,26,1
13,2,26,1
13,4,26,1
13,5,26,1
13,6,26,1
13,8,26,1
13,9,26,1
13,10,26,1
13,11,26,1
13,12,26,1
13,14,26,1
13,1,27,1
13,2,27,1
13,4,27,1
13,5,27,1
13,6,27,1
13,8,27,1
13,9,27,1
13,10,27,1
13,11,27,1
13,12,27,1
13,14,27,1
13,5,28,1
13,6,28,1
13,8,28,1
13,9,28,1
13,10,28,1
13,12,28,1
13,14,28,1
13,1,29,1
13,5,29,1
13,6,29,1
13,8,29,1
13,9,29,1
13,10,29,1
13,12,29,1
13,14,29,1
13,5,30,1
13,8,30,1
13,10,30,1
13,12,30,1
13,14,30,1
13,14,31,1
13,14,32,1
13,14,33,1
13,14,34,1
13,14,35,1
13,6,36,1
13,8,36,1
13,10,36,1
13,12,36,1
13,14,36,1
13,10,37,1
13,14,37,1
13,6,38,1
13,10,38,1
13,14,38,1
13,1,39,1
13,4,39,1
13,5,39,1
13,6,39,1
13,7,39,1
13,8,39,1
13,10,39,1
13,11,39,1
13,12,39,1
13,14,39,1
13,10,40,1
13,14,40,1
13,1,41,1
13,5,41,1
13,6,41,1
13,8,41,1
13,10,41,1
13,11,41,1
13,12,41,1
13,14,41,1
13,10,42,1
13,14,42,1
13,1,43,1
13,5,43,1
13,6,43,1
13,8,43,1
13,10,43,1
13,11,43,1
13,14,43,1
