104,104,26
2,22,12,1
2,53,12,1
2,59,12,1
2,67,12,1
2,68,12,1
2,75,12,1
2,85,12,1
2,3,13,1
2,9,13,1
2,16,13,1
2,23,16,1
2,28,16,1
2,32,16,1
2,34,16,1
2,39,16,1
2,41,16,1
2,42,16,1
2,43,16,1
2,55,16,1
2,65,16,1
2,66,16,1
2,71,16,1
2,76,16,1
2,92,16,1
2,93,16,1
2,95,16,1
2,96,16,1
2,100,16,1
2,4,17,1
2,14,17,1
2,15,17,1
2,19,17,1
2,25,17,1
2,27,17,1
2,31,17,1
2,33,17,1
2,36,17,1
2,37,17,1
2,61,17,1
2,63,17,1
2,89,17,1
2,94,17,1
2,104,17,1
2,57,18,1
2,60,18,1
2,74,18,1
2,81,18,1
2,83,18,1
2,86,18,1
2,87,18,1
2,7,19,1
2,12,19,1
2,26,19,1
2,48,19,1
2,69,19,1
2,77,19,1
2,80,19,1
2,5,21,1
2,13,21,1
2,17,21,1
2,18,21,1
2,49,21,1
2,2,24,1
2,30,26,1
2,35,26,1
2,40,26,1
3,87,1,1
3,5,3,1
3,17,3,1
3,18,3,1
3,51,3,1
3,60,3,1
3,64,3,1
3,70,3,1
3,74,3,1
3,78,3,1
3,86,3,1
3,102,3,1
3,29,4,1
3,38,4,1
3,44,4,1
3,46,4,1
3,50,4,1
3,72,4,1
3,75,4,1
3,88,4,1
3,97,4,1
3,103,4,1
3,4,6,1
3,53,8,1
3,55,8,1
3,56,8,1
3,58,8,1
3,59,8,1
3,62,8,1
3,69,8,1
3,71,8,1
3,73,8,1
3,77,8,1
3,79,8,1
3,80,8,1
3,82,8,1
3,92,8,1
3,93,8,1
3,100,8,1
3,1,9,1
3,2,9,1
3,6,9,1
3,8,9,1
3,10,9,1
3,11,9,1
3,20,9,1
3,26,9,1
3,28,9,1
3,32,9,1
3,34,9,1
3,39,9,1
3,41,9,1
3,42,9,1
3,43,9,1
3,9,10,1
3,16,10,1
3,13,12,1
3,21,12,1
3,30,12,1
3,35,12,1
3,40,12,1
3,47,12,1
3,49,12,1
3,57,12,1
3,81,12,1
3,83,12,1
3,84,12,1
3,91,12,1
3,99,12,1
3,52,14,1
3,25,16,1
3,27,16,1
3,31,16,1
3,33,16,1
3,36,16,1
3,37,16,1
3,89,16,1
3,94,16,1
3,104,16,1
3,7,17,1
3,12,17,1
3,23,17,1
3,48,17,1
3,65,17,1
3,66,17,1
3,76,17,1
3,95,17,1
3,96,17,1
3,67,18,1
3,68,18,1
3,85,18,1
3,14,19,1
3,15,19,1
3,19,19,1
3,24,19,1
3,45,19,1
3,54,19,1
3,61,19,1
3,63,19,1
3,90,19,1
3,98,19,1
3,101,19,1
3,22,21,1
3,3,24,1
4,45,1,1
4,89,1,1
4,90,1,1
4,94,1,1
4,98,1,1
4,101,1,1
4,28,5,1
4,32,5,1
4,34,5,1
4,39,5,1
4,41,5,1
4,42,5,1
4,43,5,1
4,48,5,1
4,65,5,1
4,76,5,1
4,92,5,1
4,93,5,1
4,95,5,1
4,96,5,1
4,100,5,1
4,102,5,1
4,13,6,1
4,57,7,1
4,52,8,1
4,53,8,1
4,55,8,1
4,56,8,1
4,58,8,1
4,59,8,1
4,62,8,1
4,70,8,1
4,72,8,1
4,75,8,1
4,88,8,1
4,97,8,1
4,103,8,1
4,1,9,1
4,2,9,1
4,6,9,1
4,8,9,1
4,11,9,1
4,20,9,1
4,29,9,1
4,38,9,1
4,44,9,1
4,46,9,1
4,50,9,1
4,54,11,1
4,12,12,1
4,14,12,1
4,15,12,1
4,19,12,1
4,24,12,1
4,25,12,1
4,27,12,1
4,31,12,1
4,33,12,1
4,36,12,1
4,37,12,1
4,61,12,1
4,63,12,1
4,104,12,1
4,23,15,1
4,3,16,1
4,5,16,1
4,17,16,1
4,18,16,1
4,21,16,1
4,30,16,1
4,35,16,1
4,40,16,1
4,47,16,1
4,49,16,1
4,51,16,1
4,60,16,1
4,64,16,1
4,74,16,1
4,78,16,1
4,81,16,1
4,83,16,1
4,84,16,1
4,86,16,1
4,87,16,1
4,91,16,1
4,99,16,1
4,22,17,1
4,67,17,1
4,68,17,1
4,73,17,1
4,79,17,1
4,82,17,1
4,85,17,1
4,66,18,1
4,69,18,1
4,71,18,1
4,77,18,1
4,80,18,1
4,9,19,1
4,10,19,1
4,16,19,1
4,4,24,1
4,7,26,1
4,26,26,1
5,40,1,1
5,91,1,1
5,99,1,1
5,102,1,1
5,3,2,1
5,74,3,1
5,87,3,1
5,52,4,1
5,46,5,1
5,4,6,1
5,14,6,1
5,15,6,1
5,63,7,1
5,55,8,1
5,66,8,1
5,70,8,1
5,72,8,1
5,73,8,1
5,79,8,1
5,82,8,1
5,88,8,1
5,92,8,1
5,103,8,1
5,7,9,1
5,12,9,1
5,39,9,1
5,43,9,1
5,48,9,1
5,9,10,1
5,13,10,1
5,16,10,1
5,17,10,1
5,18,10,1
5,21,10,1
5,57,11,1
5,30,12,1
5,35,12,1
5,47,12,1
5,49,12,1
5,51,12,1
5,60,12,1
5,64,12,1
5,78,12,1
5,81,12,1
5,83,12,1
5,84,12,1
5,86,12,1
5,29,13,1
5,38,13,1
5,44,13,1
5,50,13,1
5,53,14,1
5,58,14,1
5,59,14,1
5,62,14,1
5,68,14,1
5,19,16,1
5,24,16,1
5,25,16,1
5,27,16,1
5,31,16,1
5,33,16,1
5,36,16,1
5,37,16,1
5,45,16,1
5,89,16,1
5,90,16,1
5,94,16,1
5,98,16,1
5,101,16,1
5,104,16,1
5,23,17,1
5,26,17,1
5,28,17,1
5,32,17,1
5,34,17,1
5,41,17,1
5,42,17,1
5,65,17,1
5,69,17,1
5,71,17,1
5,76,17,1
5,77,17,1
5,80,17,1
5,93,17,1
5,95,17,1
5,96,17,1
5,100,17,1
5,56,18,1
5,67,18,1
5,75,18,1
5,85,18,1
5,97,18,1
5,54,19,1
5,61,19,1
5,1,21,1
5,2,21,1
5,6,21,1
5,8,21,1
5,10,21,1
5,11,21,1
5,20,21,1
5,22,21,1
5,5,24,1
6,46,1,1
6,97,1,1
6,29,2,1
6,38,2,1
6,44,2,1
6,50,2,1
6,70,3,1
6,72,3,1
6,73,3,1
6,79,3,1
6,82,3,1
6,88,3,1
6,103,3,1
6,30,5,1
6,35,5,1
6,47,5,1
6,51,5,1
6,64,5,1
6,74,5,1
6,78,5,1
6,83,5,1
6,84,5,1
6,91,5,1
6,102,5,1
6,54,8,1
6,90,8,1
6,98,8,1
6,101,8,1
6,24,9,1
6,45,9,1
6,52,11,1
6,58,11,1
6,1,12,1
6,2,12,1
6,8,12,1
6,10,12,1
6,11,12,1
6,20,12,1
6,22,12,1
6,40,12,1
6,53,12,1
6,56,12,1
6,59,12,1
6,62,12,1
6,67,12,1
6,68,12,1
6,75,12,1
6,85,12,1
6,3,13,1
6,9,13,1
6,16,13,1
6,23,16,1
6,28,16,1
6,32,16,1
6,34,16,1
6,39,16,1
6,41,16,1
6,42,16,1
6,43,16,1
6,66,16,1
6,71,16,1
6,76,16,1
6,92,16,1
6,93,16,1
6,95,16,1
6,96,16,1
6,100,16,1
6,4,17,1
6,14,17,1
6,15,17,1
6,19,17,1
6,25,17,1
6,27,17,1
6,31,17,1
6,33,17,1
6,36,17,1
6,37,17,1
6,61,17,1
6,63,17,1
6,89,17,1
6,94,17,1
6,104,17,1
6,57,18,1
6,60,18,1
6,81,18,1
6,86,18,1
6,87,18,1
6,99,18,1
6,7,19,1
6,12,19,1
6,26,19,1
6,48,19,1
6,55,19,1
6,65,19,1
6,69,19,1
6,77,19,1
6,80,19,1
6,5,21,1
6,13,21,1
6,17,21,1
6,18,21,1
6,21,21,1
6,49,21,1
6,6,24,1
7,48,1,1
7,28,2,1
7,32,2,1
7,34,2,1
7,39,2,1
7,41,2,1
7,42,2,1
7,43,2,1
7,71,2,1
7,76,2,1
7,92,2,1
7,93,2,1
7,95,2,1
7,96,2,1
7,100,2,1
7,25,5,1
7,45,5,1
7,89,5,1
7,90,5,1
7,94,5,1
7,98,5,1
7,101,5,1
7,1,6,1
7,81,8,1
7,84,8,1
7,91,8,1
7,102,8,1
7,3,9,1
7,9,9,1
7,13,9,1
7,14,9,1
7,16,9,1
7,24,9,1
7,49,9,1
7,12,12,1
7,23,12,1
7,26,12,1
7,55,12,1
7,65,12,1
7,66,12,1
7,69,12,1
7,77,12,1
7,80,12,1
7,29,16,1
7,38,16,1
7,44,16,1
7,46,16,1
7,50,16,1
7,67,16,1
7,70,16,1
7,72,16,1
7,73,16,1
7,75,16,1
7,79,16,1
7,82,16,1
7,85,16,1
7,88,16,1
7,103,16,1
7,5,17,1
7,17,17,1
7,18,17,1
7,21,17,1
7,30,17,1
7,35,17,1
7,40,17,1
7,47,17,1
7,51,17,1
7,60,17,1
7,74,17,1
7,78,17,1
7,83,17,1
7,86,17,1
7,87,17,1
7,99,17,1
7,54,18,1
7,61,18,1
7,63,18,1
7,104,18,1
7,2,19,1
7,6,19,1
7,8,19,1
7,10,19,1
7,11,19,1
7,20,19,1
7,22,19,1
7,52,19,1
7,53,19,1
7,56,19,1
7,58,19,1
7,59,19,1
7,62,19,1
7,68,19,1
7,97,19,1
7,4,21,1
7,15,21,1
7,19,21,1
7,27,21,1
7,31,21,1
7,33,21,1
7,36,21,1
7,37,21,1
7,7,24,1
8,46,1,1
8,29,3,1
8,38,3,1
8,44,3,1
8,50,3,1
8,67,3,1
8,70,3,1
8,72,3,1
8,73,3,1
8,75,3,1
8,79,3,1
8,82,3,1
8,85,3,1
8,88,3,1
8,103,3,1
8,57,4,1
8,60,4,1
8,64,4,1
8,78,4,1
8,81,4,1
8,86,4,1
8,30,5,1
8,35,5,1
8,40,5,1
8,47,5,1
8,74,5,1
8,83,5,1
8,84,5,1
8,87,5,1
8,91,5,1
8,99,5,1
8,102,5,1
8,90,8,1
8,98,8,1
8,101,8,1
8,45,9,1
8,1,10,1
8,2,10,1
8,6,10,1
8,10,10,1
8,20,10,1
8,52,11,1
8,53,11,1
8,56,11,1
8,58,11,1
8,59,11,1
8,62,11,1
8,11,12,1
8,22,12,1
8,68,12,1
8,3,13,1
8,23,16,1
8,26,16,1
8,28,16,1
8,32,16,1
8,34,16,1
8,39,16,1
8,41,16,1
8,42,16,1
8,43,16,1
8,65,16,1
8,66,16,1
8,69,16,1
8,71,16,1
8,76,16,1
8,77,16,1
8,80,16,1
8,92,16,1
8,93,16,1
8,95,16,1
8,96,16,1
8,97,16,1
8,100,16,1
8,4,17,1
8,14,17,1
8,15,17,1
8,19,17,1
8,24,17,1
8,25,17,1
8,27,17,1
8,31,17,1
8,33,17,1
8,36,17,1
8,37,17,1
8,54,17,1
8,61,17,1
8,63,17,1
8,89,17,1
8,94,17,1
8,104,17,1
8,12,19,1
8,48,19,1
8,55,19,1
8,5,21,1
8,7,21,1
8,9,21,1
8,13,21,1
8,16,21,1
8,17,21,1
8,18,21,1
8,21,21,1
8,49,21,1
8,51,21,1
8,8,24,1
9,49,1,1
9,81,1,1
9,91,1,1
9,102,1,1
9,21,3,1
9,30,3,1
9,35,3,1
9,40,3,1
9,47,3,1
9,74,3,1
9,83,3,1
9,84,3,1
9,87,3,1
9,99,3,1
9,67,4,1
9,85,4,1
9,46,5,1
9,53,8,1
9,55,8,1
9,56,8,1
9,58,8,1
9,59,8,1
9,62,8,1
9,65,8,1
9,68,8,1
9,76,8,1
9,92,8,1
9,93,8,1
9,95,8,1
9,96,8,1
9,100,8,1
9,28,9,1
9,32,9,1
9,34,9,1
9,39,9,1
9,41,9,1
9,42,9,1
9,43,9,1
9,48,9,1
9,3,12,1
9,5,12,1
9,13,12,1
9,16,12,1
9,17,12,1
9,18,12,1
9,57,12,1
9,60,12,1
9,64,12,1
9,78,12,1
9,86,12,1
9,2,15,1
9,6,15,1
9,10,15,1
9,20,15,1
9,22,15,1
9,14,16,1
9,19,16,1
9,24,16,1
9,25,16,1
9,31,16,1
9,45,16,1
9,61,16,1
9,90,16,1
9,98,16,1
9,101,16,1
9,7,17,1
9,12,17,1
9,23,17,1
9,26,17,1
9,66,17,1
9,69,17,1
9,71,17,1
9,77,17,1
9,80,17,1
9,52,18,1
9,70,18,1
9,72,18,1
9,73,18,1
9,75,18,1
9,79,18,1
9,82,18,1
9,88,18,1
9,97,18,1
9,103,18,1
9,4,19,1
9,15,19,1
9,27,19,1
9,33,19,1
9,36,19,1
9,37,19,1
9,54,19,1
9,63,19,1
9,89,19,1
9,94,19,1
9,104,19,1
9,1,21,1
9,8,21,1
9,11,21,1
9,29,21,1
9,38,21,1
9,44,21,1
9,50,21,1
9,9,24,1
10,46,1,1
10,97,1,1
10,29,2,1
10,38,2,1
10,44,2,1
10,50,2,1
10,70,2,1
10,72,2,1
10,73,2,1
10,79,2,1
10,82,2,1
10,88,2,1
10,103,2,1
10,21,5,1
10,30,5,1
10,35,5,1
10,43,5,1
10,47,5,1
10,51,5,1
10,64,5,1
10,78,5,1
10,83,5,1
10,84,5,1
10,91,5,1
10,102,5,1
10,90,8,1
10,98,8,1
10,101,8,1
10,24,9,1
10,45,9,1
10,1,10,1
10,2,10,1
10,6,10,1
10,20,10,1
10,52,11,1
10,53,11,1
10,56,11,1
10,58,11,1
10,62,11,1
10,8,12,1
10,11,12,1
10,22,12,1
10,59,12,1
10,67,12,1
10,68,12,1
10,75,12,1
10,85,12,1
10,3,13,1
10,9,13,1
10,16,13,1
10,23,16,1
10,28,16,1
10,32,16,1
10,34,16,1
10,39,16,1
10,41,16,1
10,42,16,1
10,55,16,1
10,65,16,1
10,66,16,1
10,71,16,1
10,76,16,1
10,92,16,1
10,93,16,1
10,95,16,1
10,96,16,1
10,100,16,1
10,4,17,1
10,14,17,1
10,15,17,1
10,19,17,1
10,25,17,1
10,27,17,1
10,31,17,1
10,33,17,1
10,36,17,1
10,37,17,1
10,61,17,1
10,63,17,1
10,89,17,1
10,94,17,1
10,104,17,1
10,57,18,1
10,60,18,1
10,74,18,1
10,81,18,1
10,86,18,1
10,87,18,1
10,99,18,1
10,7,19,1
10,12,19,1
10,26,19,1
10,48,19,1
10,54,19,1
10,69,19,1
10,77,19,1
10,80,19,1
10,5,21,1
10,13,21,1
10,17,21,1
10,18,21,1
10,40,21,1
10,49,21,1
10,10,24,1
11,46,1,1
11,97,1,1
11,29,3,1
11,38,3,1
11,44,3,1
11,50,3,1
11,67,3,1
11,70,3,1
11,72,3,1
11,73,3,1
11,75,3,1
11,79,3,1
11,82,3,1
11,85,3,1
11,88,3,1
11,103,3,1
11,30,5,1
11,35,5,1
11,40,5,1
11,47,5,1
11,74,5,1
11,83,5,1
11,84,5,1
11,87,5,1
11,91,5,1
11,99,5,1
11,90,8,1
11,98,8,1
11,101,8,1
11,45,9,1
11,1,10,1
11,2,10,1
11,6,10,1
11,8,10,1
11,10,10,1
11,20,10,1
11,52,11,1
11,53,11,1
11,56,11,1
11,58,11,1
11,59,11,1
11,62,11,1
11,22,12,1
11,68,12,1
11,3,13,1
11,23,16,1
11,26,16,1
11,28,16,1
11,32,16,1
11,34,16,1
11,39,16,1
11,41,16,1
11,42,16,1
11,43,16,1
11,65,16,1
11,66,16,1
11,69,16,1
11,71,16,1
11,76,16,1
11,77,16,1
11,80,16,1
11,92,16,1
11,93,16,1
11,95,16,1
11,96,16,1
11,100,16,1
11,102,16,1
11,4,17,1
11,14,17,1
11,15,17,1
11,19,17,1
11,24,17,1
11,25,17,1
11,27,17,1
11,31,17,1
11,33,17,1
11,36,17,1
11,37,17,1
11,54,17,1
11,61,17,1
11,63,17,1
11,89,17,1
11,94,17,1
11,104,17,1
11,57,18,1
11,60,18,1
11,64,18,1
11,78,18,1
11,81,18,1
11,86,18,1
11,7,19,1
11,12,19,1
11,48,19,1
11,55,19,1
11,5,21,1
11,9,21,1
11,13,21,1
11,16,21,1
11,17,21,1
11,18,21,1
11,21,21,1
11,49,21,1
11,51,21,1
11,11,24,1
12,48,1,1
12,76,2,1
12,92,2,1
12,93,2,1
12,95,2,1
12,96,2,1
12,102,2,1
12,28,3,1
12,32,3,1
12,34,3,1
12,39,3,1
12,41,3,1
12,42,3,1
12,43,3,1
12,100,3,1
12,45,5,1
12,89,5,1
12,90,5,1
12,94,5,1
12,98,5,1
12,101,5,1
12,46,6,1
12,57,8,1
12,83,8,1
12,84,8,1
12,87,8,1
12,91,8,1
12,3,9,1
12,4,9,1
12,9,9,1
12,13,9,1
12,16,9,1
12,30,9,1
12,35,9,1
12,47,9,1
12,7,10,1
12,23,12,1
12,26,12,1
12,55,12,1
12,65,12,1
12,66,12,1
12,69,12,1
12,71,12,1
12,77,12,1
12,80,12,1
12,54,14,1
12,22,16,1
12,29,16,1
12,38,16,1
12,44,16,1
12,50,16,1
12,67,16,1
12,68,16,1
12,70,16,1
12,72,16,1
12,73,16,1
12,79,16,1
12,82,16,1
12,85,16,1
12,88,16,1
12,103,16,1
12,5,17,1
12,17,17,1
12,18,17,1
12,21,17,1
12,40,17,1
12,49,17,1
12,51,17,1
12,60,17,1
12,64,17,1
12,74,17,1
12,78,17,1
12,81,17,1
12,86,17,1
12,99,17,1
12,61,18,1
12,63,18,1
12,104,18,1
12,1,19,1
12,2,19,1
12,6,19,1
12,8,19,1
12,10,19,1
12,11,19,1
12,20,19,1
12,52,19,1
12,53,19,1
12,56,19,1
12,58,19,1
12,59,19,1
12,62,19,1
12,75,19,1
12,97,19,1
12,14,21,1
12,15,21,1
12,19,21,1
12,24,21,1
12,25,21,1
12,27,21,1
12,31,21,1
12,33,21,1
12,36,21,1
12,37,21,1
12,12,24,1
13,30,1,1
13,35,1,1
13,40,1,1
13,47,1,1
13,83,1,1
13,84,1,1
13,87,1,1
13,91,1,1
13,99,1,1
13,102,1,1
13,64,3,1
13,74,3,1
13,78,3,1
13,52,4,1
13,53,4,1
13,56,4,1
13,58,4,1
13,59,4,1
13,62,4,1
13,68,4,1
13,97,4,1
13,29,5,1
13,38,5,1
13,44,5,1
13,46,5,1
13,50,5,1
13,70,5,1
13,72,5,1
13,73,5,1
13,79,5,1
13,82,5,1
13,88,5,1
13,103,5,1
13,14,6,1
13,54,7,1
13,92,8,1
13,93,8,1
13,39,9,1
13,41,9,1
13,42,9,1
13,43,9,1
13,48,9,1
13,3,10,1
13,9,10,1
13,16,10,1
13,57,11,1
13,5,12,1
13,17,12,1
13,18,12,1
13,21,12,1
13,49,12,1
13,60,12,1
13,81,12,1
13,86,12,1
13,67,14,1
13,75,14,1
13,85,14,1
13,4,16,1
13,15,16,1
13,19,16,1
13,24,16,1
13,25,16,1
13,27,16,1
13,31,16,1
13,33,16,1
13,36,16,1
13,37,16,1
13,45,16,1
13,61,16,1
13,63,16,1
13,89,16,1
13,90,16,1
13,94,16,1
13,101,16,1
13,104,16,1
13,55,17,1
13,65,17,1
13,66,17,1
13,69,17,1
13,71,17,1
13,76,17,1
13,77,17,1
13,80,17,1
13,95,17,1
13,96,17,1
13,100,17,1
13,98,19,1
13,12,20,1
13,23,20,1
13,26,20,1
13,28,20,1
13,32,20,1
13,34,20,1
13,1,21,1
13,2,21,1
13,6,21,1
13,8,21,1
13,10,21,1
13,11,21,1
13,20,21,1
13,22,21,1
13,7,22,1
13,13,24,1
14,19,1,1
14,27,1,1
14,31,1,1
14,33,1,1
14,36,1,1
14,37,1,1
14,45,1,1
14,89,1,1
14,90,1,1
14,94,1,1
14,98,1,1
14,101,1,1
14,104,1,1
14,25,2,1
14,61,2,1
14,48,4,1
14,55,4,1
14,23,5,1
14,28,5,1
14,32,5,1
14,34,5,1
14,41,5,1
14,42,5,1
14,65,5,1
14,76,5,1
14,93,5,1
14,96,5,1
14,100,5,1
14,9,6,1
14,16,6,1
14,40,6,1
14,95,7,1
14,99,7,1
14,52,8,1
14,53,8,1
14,56,8,1
14,58,8,1
14,59,8,1
14,62,8,1
14,67,8,1
14,73,8,1
14,79,8,1
14,82,8,1
14,85,8,1
14,97,8,1
14,1,9,1
14,2,9,1
14,6,9,1
14,8,9,1
14,10,9,1
14,11,9,1
14,20,9,1
14,46,9,1
14,4,10,1
14,54,11,1
14,15,12,1
14,24,12,1
14,63,12,1
14,7,13,1
14,26,13,1
14,69,14,1
14,77,14,1
14,80,14,1
14,5,16,1
14,13,16,1
14,17,16,1
14,18,16,1
14,21,16,1
14,30,16,1
14,35,16,1
14,47,16,1
14,49,16,1
14,51,16,1
14,60,16,1
14,78,16,1
14,81,16,1
14,83,16,1
14,84,16,1
14,86,16,1
14,91,16,1
14,102,16,1
14,68,17,1
14,70,17,1
14,72,17,1
14,75,17,1
14,88,17,1
14,103,17,1
14,66,18,1
14,71,18,1
14,92,18,1
14,3,19,1
14,74,19,1
14,87,19,1
14,22,20,1
14,29,20,1
14,38,20,1
14,44,20,1
14,50,20,1
14,12,21,1
14,39,21,1
14,43,21,1
14,14,24,1
15,45,1,1
15,89,1,1
15,90,1,1
15,94,1,1
15,98,1,1
15,101,1,1
15,55,4,1
15,28,5,1
15,32,5,1
15,34,5,1
15,39,5,1
15,41,5,1
15,42,5,1
15,43,5,1
15,48,5,1
15,76,5,1
15,92,5,1
15,93,5,1
15,95,5,1
15,96,5,1
15,100,5,1
15,13,6,1
15,57,7,1
15,52,8,1
15,53,8,1
15,56,8,1
15,58,8,1
15,59,8,1
15,62,8,1
15,68,8,1
15,1,9,1
15,2,9,1
15,6,9,1
15,8,9,1
15,10,9,1
15,11,9,1
15,20,9,1
15,22,9,1
15,46,9,1
15,4,10,1
15,14,10,1
15,54,11,1
15,61,11,1
15,63,11,1
15,19,12,1
15,24,12,1
15,25,12,1
15,27,12,1
15,31,12,1
15,33,12,1
15,36,12,1
15,37,12,1
15,104,12,1
15,23,13,1
15,66,14,1
15,71,14,1
15,5,16,1
15,17,16,1
15,18,16,1
15,21,16,1
15,30,16,1
15,35,16,1
15,40,16,1
15,47,16,1
15,51,16,1
15,60,16,1
15,64,16,1
15,74,16,1
15,78,16,1
15,81,16,1
15,83,16,1
15,84,16,1
15,86,16,1
15,87,16,1
15,91,16,1
15,99,16,1
15,102,16,1
15,29,17,1
15,38,17,1
15,44,17,1
15,50,17,1
15,67,17,1
15,70,17,1
15,72,17,1
15,73,17,1
15,75,17,1
15,79,17,1
15,82,17,1
15,85,17,1
15,88,17,1
15,97,17,1
15,103,17,1
15,65,18,1
15,69,18,1
15,77,18,1
15,80,18,1
15,3,19,1
15,9,19,1
15,16,19,1
15,7,21,1
15,12,21,1
15,26,21,1
15,15,24,1
15,49,25,1
16,49,1,1
16,81,1,1
16,91,1,1
16,102,1,1
16,21,3,1
16,30,3,1
16,35,3,1
16,40,3,1
16,47,3,1
16,74,3,1
16,83,3,1
16,84,3,1
16,87,3,1
16,99,3,1
16,52,4,1
16,67,4,1
16,85,4,1
16,46,5,1
16,53,8,1
16,55,8,1
16,56,8,1
16,58,8,1
16,59,8,1
16,62,8,1
16,68,8,1
16,76,8,1
16,92,8,1
16,93,8,1
16,95,8,1
16,96,8,1
16,100,8,1
16,28,9,1
16,32,9,1
16,34,9,1
16,39,9,1
16,41,9,1
16,42,9,1
16,43,9,1
16,48,9,1
16,9,10,1
16,3,12,1
16,5,12,1
16,13,12,1
16,17,12,1
16,18,12,1
16,51,12,1
16,57,12,1
16,60,12,1
16,64,12,1
16,78,12,1
16,86,12,1
16,2,15,1
16,6,15,1
16,10,15,1
16,20,15,1
16,22,15,1
16,14,16,1
16,24,16,1
16,25,16,1
16,31,16,1
16,45,16,1
16,90,16,1
16,98,16,1
16,101,16,1
16,7,17,1
16,12,17,1
16,23,17,1
16,26,17,1
16,65,17,1
16,66,17,1
16,69,17,1
16,71,17,1
16,77,17,1
16,80,17,1
16,70,18,1
16,72,18,1
16,73,18,1
16,75,18,1
16,79,18,1
16,82,18,1
16,88,18,1
16,97,18,1
16,103,18,1
16,4,19,1
16,15,19,1
16,19,19,1
16,27,19,1
16,33,19,1
16,36,19,1
16,37,19,1
16,44,19,1
16,54,19,1
16,61,19,1
16,63,19,1
16,89,19,1
16,94,19,1
16,104,19,1
16,1,21,1
16,8,21,1
16,11,21,1
16,29,21,1
16,38,21,1
16,50,21,1
16,16,24,1
17,40,1,1
17,91,1,1
17,99,1,1
17,102,1,1
17,3,2,1
17,74,2,1
17,87,2,1
17,46,5,1
17,4,6,1
17,14,6,1
17,15,6,1
17,63,7,1
17,55,8,1
17,66,8,1
17,70,8,1
17,72,8,1
17,88,8,1
17,92,8,1
17,103,8,1
17,7,9,1
17,12,9,1
17,29,9,1
17,38,9,1
17,39,9,1
17,43,9,1
17,44,9,1
17,48,9,1
17,50,9,1
17,5,10,1
17,9,10,1
17,13,10,1
17,16,10,1
17,18,10,1
17,21,10,1
17,57,11,1
17,60,11,1
17,30,12,1
17,35,12,1
17,47,12,1
17,49,12,1
17,51,12,1
17,64,12,1
17,78,12,1
17,81,12,1
17,83,12,1
17,84,12,1
17,86,12,1
17,53,14,1
17,58,14,1
17,59,14,1
17,62,14,1
17,68,14,1
17,19,16,1
17,24,16,1
17,25,16,1
17,27,16,1
17,31,16,1
17,33,16,1
17,36,16,1
17,37,16,1
17,45,16,1
17,89,16,1
17,90,16,1
17,94,16,1
17,98,16,1
17,101,16,1
17,104,16,1
17,23,17,1
17,26,17,1
17,28,17,1
17,32,17,1
17,34,17,1
17,41,17,1
17,42,17,1
17,65,17,1
17,69,17,1
17,71,17,1
17,76,17,1
17,77,17,1
17,80,17,1
17,93,17,1
17,95,17,1
17,96,17,1
17,100,17,1
17,52,18,1
17,56,18,1
17,67,18,1
17,73,18,1
17,75,18,1
17,79,18,1
17,82,18,1
17,85,18,1
